Latitude,Longitude,Altitude,City Population,PM2.5_Label,Air Quality Station Area_Rural,Air Quality Station Area_Suburban,Air Quality Station Area_Urban,Air Quality Station Type_Background,Air Quality Station Type_Industrial,Air Quality Station Type_Traffic,Country_Freq,City_Frequency
51.3045,4.2348,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.062135922330097085,0.0
51.0894,4.3312,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.062135922330097085,0.0
50.7935,3.1096,10.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.062135922330097085,0.0
50.9172,3.3074,44.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.062135922330097085,0.0
50.6584,5.6278,65.0,383700.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.062135922330097085,0.009242144177449169
51.2097,4.4318,6.0,530014.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.062135922330097085,0.0166358595194085
51.0583,3.7293,5.0,263687.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.062135922330097085,0.005545286506469501
51.2286,4.4285,0.0,530014.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.062135922330097085,0.0166358595194085
50.8497,4.3341,20.0,1223364.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.062135922330097085,0.009242144177449169
51.2095,4.4318,6.0,530014.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.062135922330097085,0.0166358595194085
51.2082,4.4216,6.0,530014.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.062135922330097085,0.0166358595194085
51.0407,3.735,8.0,263687.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.062135922330097085,0.005545286506469501
50.4093,4.4522,115.0,203314.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.062135922330097085,0.009242144177449169
50.3776,4.4247,157.0,203314.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.062135922330097085,0.009242144177449169
50.6207,5.5164,50.0,383700.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.062135922330097085,0.009242144177449169
50.6134,5.5702,65.0,383700.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.062135922330097085,0.009242144177449169
50.6119,5.6112,70.0,383700.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.062135922330097085,0.009242144177449169
50.429,4.4587,135.0,203314.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.062135922330097085,0.009242144177449169
51.1771,4.418,6.0,530014.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.062135922330097085,0.0166358595194085
50.4164,4.5211,118.0,203314.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.062135922330097085,0.009242144177449169
50.625,5.5475,160.0,383700.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.062135922330097085,0.009242144177449169
50.4078,4.3959,107.0,203314.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.062135922330097085,0.009242144177449169
51.3488,4.3397,3.0,530014.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.062135922330097085,0.0166358595194085
50.4652,3.9397,30.0,95922.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.062135922330097085,0.0018484288354898336
51.1501,3.8087,5.0,263687.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.062135922330097085,0.005545286506469501
51.261,4.4244,3.0,530014.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.062135922330097085,0.0166358595194085
51.2362,4.3852,0.0,530014.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.062135922330097085,0.0166358595194085
50.895,4.3957,34.0,1223364.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.062135922330097085,0.009242144177449169
50.8578,4.2887,66.0,1223364.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.062135922330097085,0.009242144177449169
50.8837,4.383,17.0,1223364.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.062135922330097085,0.009242144177449169
50.7966,4.3586,101.0,1223364.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.062135922330097085,0.009242144177449169
51.1703,4.341,13.0,530014.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.062135922330097085,0.0166358595194085
44.5406,18.6733,220.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0048543689320388345,0.0
44.97,16.71,133.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0048543689320388345,0.0
45.07,17.59,88.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0048543689320388345,0.0
44.4541,18.6485,215.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0048543689320388345,0.0
44.5332,18.5347,187.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0048543689320388345,0.0
45.698,18.8346,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.003883495145631068,0.0
46.1691,15.6606,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.003883495145631068,0.0
42.6447,18.1226,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.003883495145631068,0.0
45.2912,13.7498,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.003883495145631068,0.0
49.4721,17.967,290.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0
50.6453,13.8512,257.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0
49.2594,17.4106,280.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0
50.3766,13.3276,322.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0
49.9247,18.4229,203.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0
49.8717,18.3773,241.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0
49.7209,18.0893,231.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0
49.6681,18.6778,320.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0
50.7742,14.2188,131.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0
49.945,17.9095,255.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0
50.5858,13.6734,265.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0
50.4286,14.9139,224.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0
49.722,13.6185,385.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0
49.9505,15.2604,290.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0
49.6718,18.3511,290.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0
50.302,15.1783,198.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0
49.9579,14.0583,216.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05242718446601942,0.0
49.749,18.6097,285.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0
49.4517,17.4542,210.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0
49.5734,15.0803,535.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0
49.5871,17.8042,306.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0
50.1728,12.6728,476.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0
48.843,16.0601,225.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0
48.7918,16.7245,245.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.05242718446601942,0.0
49.759,16.6667,350.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0
50.5104,13.6453,221.0,66034.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0018484288354898336
50.6831,13.9979,230.0,92716.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05242718446601942,0.0036968576709796672
49.796,18.2472,235.0,287968.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.005545286506469501
49.8563,18.2697,207.0,287968.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.05242718446601942,0.005545286506469501
49.791,18.4068,260.0,71200.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0018484288354898336
49.8638,18.5515,238.0,52128.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0018484288354898336
49.8398,18.29,215.0,287968.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05242718446601942,0.005545286506469501
50.0731,14.3981,216.0,1324277.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05242718446601942,0.009242144177449169
50.0724,14.4307,219.0,1324277.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05242718446601942,0.009242144177449169
50.0815,14.4427,256.0,1324277.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.009242144177449169
49.2132,16.678,340.0,381346.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0073937153419593345
49.1981,16.5936,235.0,381346.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05242718446601942,0.0073937153419593345
50.0461,14.3314,309.0,1324277.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.009242144177449169
49.2027,16.6163,225.0,381346.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0073937153419593345
50.024,15.7635,239.0,91727.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0018484288354898336
48.9844,14.4657,383.0,94463.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0018484288354898336
50.7551,15.07,422.0,104802.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0018484288354898336
49.7701,13.3682,360.0,174842.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0073937153419593345
49.4016,15.6102,502.0,51216.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05242718446601942,0.0018484288354898336
50.1954,15.8464,232.0,92939.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05242718446601942,0.0018484288354898336
49.7473,13.381,306.0,174842.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05242718446601942,0.0073937153419593345
49.7324,13.4023,340.0,174842.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05242718446601942,0.0073937153419593345
