Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0ZVMZ","Valasske Mezirici","SPO.CZ_ZVMZA_PM2_5_1369063","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","24.515","ug/m3","99.36","1","Background","Urban","17.9670","49.4721","290.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_ZVMZA_PM2_5_1369063.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0UTPM","Teplice","SPO.CZ_UTPMA_PM2_5_765861","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","19.176","ug/m3","99.68","1","Background","Suburban","13.8512","50.6453","257.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_UTPMA_PM2_5_765861.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0ZTNV","Tesnovice","SPO.CZ_ZTNVA_PM2_5_1368996","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","20.767","ug/m3","99.45","1","Background","Rural","17.4106","49.2594","280.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_ZTNVA_PM2_5_1368996.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0UTUS","Tusimice","SPO.CZ_UTUSA_PM2_5_1337378","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","18.746","ug/m3","98.33","1","Background","Rural","13.3276","50.3766","322.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_UTUSA_PM2_5_1337378.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0TVER","Vernovice-Dolni Lutyne","SPO.CZ_TVERA_PM2_5_40657","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","35.763","ug/m3","98.37","1","Background","Rural","18.4229","49.9247","203.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_TVERA_PM2_5_40657.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0TRYC","Rychvald","SPO.CZ_TRYCA_PM2_5_1379526","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","31.410","ug/m3","99.25","1","Background","Urban","18.3773","49.8717","241.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_TRYCA_PM2_5_1379526.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0TSTD","Studenka","SPO.CZ_TSTDA_PM2_5_867884","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","25.531","ug/m3","99.52","1","Background","Rural","18.0893","49.7209","231.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_TSTDA_PM2_5_867884.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0TTRO","Trinec-Kosmos","SPO.CZ_TTROA_PM2_5_40885","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","26.281","ug/m3","99.33","1","Background","Urban","18.6778","49.6681","320.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_TTROA_PM2_5_40885.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0UDCM","Decin","SPO.CZ_UDCMA_PM2_5_1337358","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","23.236","ug/m3","97.35","1","Background","Urban","14.2188","50.7742","131.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_UDCMA_PM2_5_1337358.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0TOVK","Opava-Katerinky","SPO.CZ_TOVKA_PM2_5_1365778","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","24.541","ug/m3","99.46","1","Background","Urban","17.9095","49.9450","255.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_TOVKA_PM2_5_1365778.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0ULOM","Lom","SPO.CZ_ULOMA_PM2_5_1337363","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","20.688","ug/m3","96.00","1","Background","Rural","13.6734","50.5858","265.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_ULOMA_PM2_5_1337363.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0SMBO","Mlada Boleslav","SPO.CZ_SMBOA_PM2_5_1283298","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","19.173","ug/m3","93.68","1","Background","Urban","14.9139","50.4286","224.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_SMBOA_PM2_5_1283298.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0PKUJ","Kamenny Ujezd","SPO.CZ_PKUJA_PM2_5_1337482","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","16.505","ug/m3","97.23","1","Background","Rural","13.6185","49.7220","385.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_PKUJA_PM2_5_1337482.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0SKHO","Kutna Hora-Orebitska","SPO.CZ_SKHOA_PM2_5_1508667","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","18.974","ug/m3","93.61","1","Background","Urban","15.2604","49.9505","290.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_SKHOA_PM2_5_1508667.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0TFMI","Frydek-Mistek","SPO.CZ_TFMIA_PM2_5_1366118","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","26.732","ug/m3","98.52","1","Background","Suburban","18.3511","49.6718","290.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_TFMIA_PM2_5_1366118.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0SROR","Rozdalovice-Ruska","SPO.CZ_SRORA_PM2_5_1369684","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","19.092","ug/m3","99.45","1","Background","Rural","15.1783","50.3020","198.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_SRORA_PM2_5_1369684.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0SBER","Beroun","SPO.CZ_SBERA_PM2_5_40848","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","22.552","ug/m3","99.85","1","Traffic","Urban","14.0583","49.9579","216.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_SBERA_PM2_5_40848.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0TCTN","Cesky Tesin","SPO.CZ_TCTNA_PM2_5_1365749","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","29.668","ug/m3","99.03","1","Background","Urban","18.6097","49.7490","285.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_TCTNA_PM2_5_1365749.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0MPRR","Prerov","SPO.CZ_MPRRA_PM2_5_1365769","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","23.044","ug/m3","97.84","1","Background","Urban","17.4542","49.4517","210.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_MPRRA_PM2_5_1365769.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0JKOS","Kosetice","SPO.CZ_JKOSA_PM2_5_867316","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","14.558","ug/m3","97.42","1","Background","Rural","15.0803","49.5734","535.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_JKOSA_PM2_5_867316.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0MBEL","Belotin","SPO.CZ_MBELA_PM2_5_1379571","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","23.577","ug/m3","98.93","1","Background","Rural","17.8042","49.5871","306.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_MBELA_PM2_5_1379571.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0KSOM","Sokolov","SPO.CZ_KSOMA_PM2_5_40541","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","15.004","ug/m3","99.77","1","Background","Suburban","12.6728","50.1728","476.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_KSOMA_PM2_5_40541.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0BZNO","Znojmo","SPO.CZ_BZNOA_PM2_5_849544","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","19.513","ug/m3","99.62","1","Background","Suburban","16.0601","48.8430","225.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_BZNOA_PM2_5_849544.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0BMIS","Mikulov-Sedlec","SPO.CZ_BMISA_PM2_5_849536","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","18.480","ug/m3","99.55","1","Background","Rural","16.7245","48.7918","245.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_BMISA_PM2_5_849536.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0EMTP","Moravska Trebova - Piaristicka.","SPO.CZ_EMTPA_PM2_5_1369857","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","23.097","ug/m3","98.74","1","Background","Urban","16.6667","49.7590","350.0","","","","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_EMTPA_PM2_5_1369857.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0UMOM","Most","SPO.CZ_UMOMA_PM2_5_40369","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","21.652","ug/m3","99.73","1","Background","Urban","13.6453","50.5104","221.0","Most                                                                            ","CZ016C1                                           ","66034","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_UMOMA_PM2_5_40369.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0UULD","Usti n.L.-Vseboricka","SPO.CZ_UULDA_PM2_5_1366813","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","20.448","ug/m3","99.18","1","Traffic","Urban","13.9979","50.6831","230.0","Ústí nad Labem                                                                  ","CZ005C1                                           ","92716","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_UULDA_PM2_5_1366813.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0TOZR","Ostrava-Zabreh","SPO.CZ_TOZRA_PM2_5_40594","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","28.095","ug/m3","99.05","1","Background","Urban","18.2472","49.7960","235.0","Ostrava                                                                         ","CZ003C1                                           ","287968","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_TOZRA_PM2_5_40594.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0TOPR","Ostrava-Privoz","SPO.CZ_TOPRA_PM2_5_41007","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","31.528","ug/m3","99.22","1","Industrial","Urban","18.2697","49.8563","207.0","Ostrava                                                                         ","CZ003C1                                           ","287968","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_TOPRA_PM2_5_41007.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0THAR","Havirov","SPO.CZ_THARA_PM2_5_1366443","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","28.982","ug/m3","99.22","1","Background","Urban","18.4068","49.7910","260.0","Havírov                                                                         ","CZ015C1                                           ","71200","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_THARA_PM2_5_1366443.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0TKAR","Karvina","SPO.CZ_TKARA_PM2_5_1366434","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","30.087","ug/m3","98.86","1","Background","Urban","18.5515","49.8638","238.0","Karviná                                                                         ","CZ017C1                                           ","52128","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_TKARA_PM2_5_1366434.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0TOCB","Ostrava-Ceskobratrsk","SPO.CZ_TOCBA_PM2_5_1369244","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","31.972","ug/m3","71.39","1","Traffic","Urban","18.2900","49.8398","215.0","Ostrava                                                                         ","CZ003C1                                           ","287968","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_TOCBA_PM2_5_1369244.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0ASMI","Praha 5-Smichov","SPO.CZ_ASMIA_PM2_5_868166","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","22.194","ug/m3","99.79","1","Traffic","Urban","14.3981","50.0731","216.0","Praha                                                                           ","CZ001C1                                           ","1324277","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_ASMIA_PM2_5_868166.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0ALEG","Praha 2-Legerova","SPO.CZ_ALEGA_PM2_5_867419","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","19.818","ug/m3","99.87","1","Traffic","Urban","14.4307","50.0724","219.0","Praha                                                                           ","CZ001C1                                           ","1324277","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_ALEGA_PM2_5_867419.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0ARIE","Praha 2-Riegrovy sady","SPO.CZ_ARIEA_PM2_5_867322","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","16.816","ug/m3","95.97","1","Background","Urban","14.4427","50.0815","256.0","Praha                                                                           ","CZ001C1                                           ","1324277","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_ARIEA_PM2_5_867322.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0BBNI","Brno-Lisen","SPO.CZ_BBNIA_PM2_5_1368852","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","18.545","ug/m3","98.64","1","Background","Urban","16.6780","49.2132","340.0","Brno                                                                            ","CZ002C1                                           ","381346","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_BBNIA_PM2_5_1368852.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0BBNV","Brno-Uvoz","SPO.CZ_BBNVA_PM2_5_1369782","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","18.012","ug/m3","91.46","1","Traffic","Urban","16.5936","49.1981","235.0","Brno                                                                            ","CZ002C1                                           ","381346","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_BBNVA_PM2_5_1369782.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0ASTO","Praha 5-Stodulky","SPO.CZ_ASTOA_PM2_5_867319","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","18.002","ug/m3","98.55","1","Background","Urban","14.3314","50.0461","309.0","Praha                                                                           ","CZ001C1                                           ","1324277","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_ASTOA_PM2_5_867319.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0BBDN","Brno - Detska nemocnice","SPO.CZ_BBDNA_PM2_5_1316708","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","21.561","ug/m3","96.52","1","Background","Urban","16.6163","49.2027","225.0","Brno                                                                            ","CZ002C1                                           ","381346","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_BBDNA_PM2_5_1316708.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0EPAU","Pardubice Dukla","SPO.CZ_EPAUA_PM2_5_41101","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","19.365","ug/m3","98.56","1","Background","Urban","15.7635","50.0240","239.0","Pardubice                                                                       ","CZ010C1                                           ","91727","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_EPAUA_PM2_5_41101.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0CCBD","Ceske Budejovice","SPO.CZ_CCBDA_PM2_5_40743","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","15.984","ug/m3","97.48","1","Background","Urban","14.4657","48.9844","383.0","Ceské Budejovice                                                                ","CZ008C1                                           ","94463","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_CCBDA_PM2_5_40743.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0LLIL","Liberec-Rochlice","SPO.CZ_LLILA_PM2_5_1367196","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","18.363","ug/m3","95.39","1","Background","Urban","15.0700","50.7551","422.0","Liberec                                                                         ","CZ007C1                                           ","104802","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_LLILA_PM2_5_1367196.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0PPLL","Plzen-Lochotin","SPO.CZ_PPLLA_PM2_5_865009","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","16.185","ug/m3","96.91","1","Background","Urban","13.3682","49.7701","360.0","Plzen                                                                           ","CZ004C1                                           ","174842","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_PPLLA_PM2_5_865009.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0JJIH","Jihlava","SPO.CZ_JJIHA_PM2_5_41134","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","18.662","ug/m3","98.90","1","Background","Urban","15.6102","49.4016","502.0","Jihlava                                                                         ","CZ014C1                                           ","51216","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_JJIHA_PM2_5_41134.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0HHKB","Hradec Kralove-Brnen","SPO.CZ_HHKBA_PM2_5_41179","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","19.773","ug/m3","97.39","1","Traffic","Urban","15.8464","50.1954","232.0","Hradec Králové                                                                  ","CZ009C1                                           ","92939","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_HHKBA_PM2_5_41179.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0PPLE","Plzen-stred","SPO.CZ_PPLEA_PM2_5_954059","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","16.695","ug/m3","98.28","1","Traffic","Urban","13.3810","49.7473","306.0","Plzen                                                                           ","CZ004C1                                           ","174842","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_PPLEA_PM2_5_954059.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0PPLA","Plzen-Slovany","SPO.CZ_PPLAA_PM2_5_40960","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","19.200","ug/m3","97.47","1","Traffic","Urban","13.4023","49.7324","340.0","Plzen                                                                           ","CZ004C1                                           ","174842","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_PPLAA_PM2_5_40960.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0MOLJ","Olomouc-Hejcin","SPO.CZ_MOLJA_PM2_5_919426","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","22.376","ug/m3","99.20","1","Background","Urban","17.2381","49.6015","224.0","Olomouc                                                                         ","CZ006C1                                           ","100663","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_MOLJA_PM2_5_919426.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0SKLM","Kladno-stred mesta","SPO.CZ_SKLMA_PM2_5_41050","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","18.981","ug/m3","99.63","1","Background","Urban","14.1018","50.1439","303.0","Kladno                                                                          ","CZ012C1                                           ","69337","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_SKLMA_PM2_5_41050.parquet","hour"
"Czechia","NET-CZ001A","National automated monitoring network (SIS)","CZ0ALIB","Praha 4-Libus","SPO.CZ_ALIBA_PM2_5_40288","PM2.5","Particulate matter < 2.5 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2018","18.934","ug/m3","99.44","1","Background","Suburban","14.4459","50.0073","301.0","Praha                                                                           ","CZ001C1                                           ","1324277","E1a/validated data AQ e-Reporting","05/12/2024 21:47:27","https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_ALIBA_PM2_5_40288.parquet","hour"
