Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting),Observation Frequency
France,NET-FR068A,ATMO OCCITANIE,FR12021,Toulouse Mazades,SPO-FR12021_6001,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,8.627,ug/m3,97.6,1,Background,Urban,1.4385,43.6236,144,Toulouse                                                                        ,FR004C2                                           ,613199,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/FR/SPO-FR12021_6001.parquet,hour
France,NET-FR069A,ATMO NORMANDIE,FR05090,Le Havre ville-haute,SPO-FR05090_6001,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,10.868,ug/m3,96.04,1,Background,Urban,0.1006,49.5147,92,Le Havre                                                                        ,FR012C1                                           ,195042,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/FR/SPO-FR05090_6001.parquet,hour
France,NET-FR068A,ATMO OCCITANIE,FR12054,TRAFIC_TOULOUSE,SPO-FR12054_6001,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,10.558,ug/m3,97.28,1,Traffic,Urban,1.4682,43.6439,149,Toulouse                                                                        ,FR004C2                                           ,613199,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/FR/SPO-FR12054_6001.parquet,hour
France,NET-FR069A,ATMO NORMANDIE,FR05089,Le Havre Lafaurie-montant,SPO-FR05089_6001,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,9.962,ug/m3,95.29,1,Traffic,Urban,0.1109,49.5002,60,Le Havre                                                                        ,FR012C1                                           ,195042,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/FR/SPO-FR05089_6001.parquet,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT? ARIA AMBIENTE,IT1773A,Genga -Parco Gola della Rossa,SPO.IT1773A_6001_BETA_2006-10-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,9.991,ug/m3,87.33,1,Background,Rural,12.9522,43.4681,550,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1773A_6001_BETA_2006-10-01_00_00_00.parquet,hour
Netherlands,NET-NL001A,DCMR Luchtkwaliteit Meetnet Rijnmond,NL00496,Hoek v. Holland-Berghaven,SPO-NL00496_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,11.233,ug/m3,96.53,1,Industrial,Suburban,4.1219,51.9778,6,Greater Rotterdam                                                               ,NL003C2                                           ,1232747,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/NL/SPO-NL00496_06001_100.parquet,hour
Netherlands,NET-NL001A,DCMR Luchtkwaliteit Meetnet Rijnmond,NL00495,Maassluis-Kwartellaan,SPO-NL00495_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,12.229,ug/m3,95.17,1,Background,Urban,4.228,51.932,4,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/NL/SPO-NL00495_06001_100.parquet,hour
Netherlands,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,NL00131,Vredepeel-Vredeweg,SPO-NL00131_06001_102,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,12.083,ug/m3,99.49,1,Background,Rural,5.8531,51.5405,30,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/NL/SPO-NL00131_06001_102.parquet,hour
Netherlands,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,NL00644,Cabauw-Wielsekade,SPO-NL00644_06001_101,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,9.532,ug/m3,97.51,1,Background,Rural,4.9233,51.9745,0,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/NL/SPO-NL00644_06001_101.parquet,hour
Lithuania,NET-LT001A,"""National Air Monitoring Network""",LT00021,"""N.Akmene""",SPO-LT00021_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,9.817,ug/m3,95.59,1,Background,Urban,22.8708,56.3194,75,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/LT/SPO-LT00021_06001_100.parquet,hour
Poland,NET_PL_LU_AQ,Lubuska Sieć Monitoringu Powietrza,PL0752A,"Nowa Sól, ul. T. Kościuszki",SPO_PL0752A_6001_001,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,20.576,ug/m3,93.2,1,Background,Urban,15.7082,51.8087,67,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/PL/SPO_PL0752A_6001_001.parquet,hour
Netherlands,NET-NL052A,Meetnet Profincie Noord Holland,NL00572,Velsen-Staalstraat,SPO-NL00572_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,11.167,ug/m3,94.92,1,Industrial,Urban,4.6288,52.4744,4,Greater Haarlem                                                                 ,NL501C2                                           ,280309,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/NL/SPO-NL00572_06001_100.parquet,hour
Netherlands,NET-NL049A,Amsterdamse Meetnet Luchtkwaliteit,NL00007,Amsterdam-Einsteinweg,SPO-NL00007_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,10.089,ug/m3,95.59,1,Traffic,Urban,4.8452,52.3813,2,Greater Amsterdam                                                               ,NL002C2                                           ,996915,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/NL/SPO-NL00007_06001_100.parquet,hour
Netherlands,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,NL00643,Utrecht-Griftpark,SPO-NL00643_06001_101,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,10.464,ug/m3,99.16,1,Background,Urban,5.1282,52.1013,5,Greater Utrecht                                                                 ,NL004C2                                           ,450062,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/NL/SPO-NL00643_06001_101.parquet,hour
Norway,NET_NO001A,NO001A,NO0093A,Hjortnes,SPO_NO0093A_6001_1040,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,8.906,ug/m3,99.26,1,Traffic,Urban,10.704,59.9113,8,Oslo                                                                            ,NO001C1                                           ,623966,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/NO/SPO_NO0093A_6001_1040.parquet,hour
Netherlands,NET-NL049A,Amsterdamse Meetnet Luchtkwaliteit,NL00017,Amsterdam-Stadhouderskade,SPO-NL00017_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,10.142,ug/m3,98.71,1,Traffic,Urban,4.8997,52.358,5,Greater Amsterdam                                                               ,NL002C2                                           ,996915,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/NL/SPO-NL00017_06001_100.parquet,hour
Netherlands,NET-NL052A,Meetnet Profincie Noord Holland,NL00553,Wijk aan Zee-Burgemeester Rothestraat,SPO-NL00553_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,11.729,ug/m3,99.19,1,Industrial,Urban,4.602,52.494,11,Greater Heemskerk                                                               ,NL528C1                                           ,93868,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/NL/SPO-NL00553_06001_100.parquet,hour
Italy,NET.IT282A,RETE REGIONALE QUALIT? ARIA AMBIENTE,IT1827A,Ancona Cittadella,SPO.IT1827A_6001_BETA_2006-10-01_00:00:00,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,13.973,ug/m3,87.08,1,Background,Urban,13.5086,43.6117,100,Ancona                                                                          ,IT017C1                                           ,99077,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/IT/SPO.IT1827A_6001_BETA_2006-10-01_00_00_00.parquet,hour
Lithuania,NET-LT001A,"""National Air Monitoring Network""",LT00041,"""Kaunas - Petrasiunai""",SPO-LT00041_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,11.368,ug/m3,97.28,1,Traffic,Urban,23.9862,54.8951,31,Kaunas                                                                          ,LT002C1                                           ,289364,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/LT/SPO-LT00041_06001_100.parquet,hour
Lithuania,NET-LT001A,"""National Air Monitoring Network""",LT00003,"""Vilnius - Zirmunai""",SPO-LT00003_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,15.918,ug/m3,93.84,1,Traffic,Urban,25.2894,54.7153,119,Vilnius                                                                         ,LT001C1                                           ,561836,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/LT/SPO-LT00003_06001_100.parquet,hour
Netherlands,NET-NL001A,DCMR Luchtkwaliteit Meetnet Rijnmond,NL00489,Ridderkerk-Hogeweg,SPO-NL00489_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,11.987,ug/m3,97.36,1,Traffic,Urban,4.5801,51.8694,2,Greater Rotterdam                                                               ,NL003C2                                           ,1232747,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/NL/SPO-NL00489_06001_100.parquet,hour
Netherlands,NET-NL001A,DCMR Luchtkwaliteit Meetnet Rijnmond,NL00491,Rotterdam-Oost Sidelinge A13,SPO-NL00491_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,13.201,ug/m3,95.66,1,Traffic,Urban,4.4307,51.9385,-1,Greater Rotterdam                                                               ,NL003C2                                           ,1232747,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/NL/SPO-NL00491_06001_100.parquet,hour
Netherlands,NET-NL010A,Landelijk Meetnet Luchtkwaliteit,NL00404,Den Haag-Rebecquestraat,SPO-NL00404_06001_102,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,8.626,ug/m3,96.4,1,Background,Urban,4.2892,52.0771,4,Greater 's-Gravenhage                                                           ,NL001C2                                           ,769888,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/NL/SPO-NL00404_06001_102.parquet,hour
Poland,NET_PL_LB_AQ,Lubelska Sieć Monitoringu Powietrza,PL0710A,"Nałęczów, al. Małachowskiego",SPO_PL0710A_6001_001,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,15.845,ug/m3,93.5,1,Background,Suburban,22.2102,51.2849,178,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/PL/SPO_PL0710A_6001_001.parquet,hour
Poland,NET_PL_LU_AQ,Lubuska Sieć Monitoringu Powietrza,PL0212A,Wschowa ul. Kazimierza Wielkiego,SPO_PL0212A_6001_002,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,21.985,ug/m3,94.33,1,Background,Urban,16.3175,51.7997,90,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/PL/SPO_PL0212A_6001_002.parquet,hour
Poland,NET_PL_MZ_AQ,Mazowiecka Sieć Monitoringu Powietrza,PL0134A,"Piastów, ul. Pułaskiego",SPO_PL0134A_6001_002,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,19.669,ug/m3,97.4,1,Background,Suburban,20.8375,52.1917,99,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/PL/SPO_PL0134A_6001_002.parquet,hour
Poland,NET_PL_OP_AQ,Opolska Sieć Monitoringu Powietrza,PL0218A,"Kędzierzyn-Koźle, ul. Śmiałego",SPO_PL0218A_6001_001,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,20.098,ug/m3,93.26,1,Background,Urban,18.2366,50.3496,181,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/PL/SPO_PL0218A_6001_001.parquet,hour
Poland,NET_PL_PK_AQ,Podkarpacka Sieć Monitoringu Powietrza,PL0677A,"Mielec, ul. Biernackiego",SPO_PL0677A_6001_001,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,21.101,ug/m3,95.63,1,Background,Urban,21.4409,50.2991,167,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/PL/SPO_PL0677A_6001_001.parquet,hour
Poland,NET_PL_WM_AQ,Warmińsko-Mazurska Sieć Monitoringu Powietrza,PL0750A,WIOŚ Gołdap-Uzdrowisko,SPO_PL0750A_6001_001,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,10.678,ug/m3,93.07,1,Background,Urban,22.3322,54.3282,170,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/PL/SPO_PL0750A_6001_001.parquet,hour
Poland,NET_PL_PK_AQ,Podkarpacka Sieć Monitoringu Powietrza,PL0621A,"Dębica, ul.Grottgera",SPO_PL0621A_6001_001,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,26.4,ug/m3,96.45,1,Background,Urban,21.4163,50.0548,195,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/PL/SPO_PL0621A_6001_001.parquet,hour
Belgium,NET-Flanders,Flanders,BELAL03,40AL03 - BEVEREN,SPO-BELAL03_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,13.757,ug/m3,99.76,1,Industrial,Rural,4.2015,51.254,4,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BELAL03_06001_100.parquet,hour
Belgium,NET-Flanders,Flanders,BELAL05,40AL05 - BEVEREN,SPO-BELAL05_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,13.03,ug/m3,99.09,1,Industrial,Rural,4.2789,51.2631,8,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BELAL05_06001_100.parquet,hour
Belgium,NET-Flanders,Flanders,BELOB02,40OB02 - WIELSBEKE            ,SPO-BELOB02_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,15.008,ug/m3,99.76,1,Industrial,Rural,3.3762,50.915,14,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BELOB02_06001_100.parquet,hour
Belgium,NET-Flanders,Flanders,BELSA04,40SA04 - Hoevenen,SPO-BELSA04_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,13.289,ug/m3,96.87,1,Industrial,Rural,4.4039,51.3139,6,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BELSA04_06001_100.parquet,hour
Belgium,NET-Flanders,Flanders,BELSZ02,40SZ02 - STEENOKKERZ,SPO-BELSZ02_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,11.753,ug/m3,98.46,1,Industrial,Rural,4.5122,50.913,15,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BELSZ02_06001_100.parquet,hour
Belgium,NET-Flanders,Flanders,BELHH08,42HH08 - HOUTHALEN-HELCHTEREN,SPO-BELHH08_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,11.838,ug/m3,82.32,1,Traffic,Rural,5.3764,51.0316,0,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BELHH08_06001_100.parquet,hour
Belgium,NET-Flanders,Flanders,BELRL01,40RL01 - ROESELARE,SPO-BELRL01_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,12.909,ug/m3,96.94,1,Background,Urban,3.1212,50.9532,20,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BELRL01_06001_100.parquet,hour
Belgium,NET-Flanders,Flanders,BELOB01,40OB01 - OOSTROZEBEK,SPO-BELOB01_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,15.208,ug/m3,99.04,1,Industrial,Rural,3.3074,50.9172,44,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BELOB01_06001_100.parquet,hour
Belgium,NET-Flanders,Flanders,BELMN01,40MN01 - MENEN,SPO-BELMN01_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,13.95,ug/m3,99.86,1,Industrial,Rural,3.1096,50.7935,10,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BELMN01_06001_100.parquet,hour
Belgium,NET-Flanders,Flanders,BETN029,44N029 - HOUTEM,SPO-BETN029_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,11.374,ug/m3,99.54,1,Background,Rural,2.5823,51.0163,2,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BETN029_06001_100.parquet,hour
Belgium,NET-Flanders,Flanders,BETN052,44N052 - ZWEVEGEM,SPO-BETN052_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,13.359,ug/m3,99.52,1,Background,Suburban,3.3225,50.8149,27,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BETN052_06001_100.parquet,hour
Belgium,NET-Flanders,Flanders,BETN012,44N012 - MOERKERKE,SPO-BETN012_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,12.236,ug/m3,99.65,1,Background,Rural,3.3625,51.2546,3,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BETN012_06001_100.parquet,hour
Belgium,NET-Flanders,Flanders,BETM705,44M705 - ROESELARE,SPO-BETM705_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,13.817,ug/m3,99.76,1,Industrial,Suburban,3.1524,50.9454,19,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BETM705_06001_100.parquet,hour
Belgium,NET-Flanders,Flanders,BETN016,42N016 - DESSEL,SPO-BETN016_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,12.282,ug/m3,98.73,1,Background,Rural,5.164,51.2337,30,,,,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BETN016_06001_100.parquet,hour
Belgium,NET-Wallonia,Wallonia,BETR223,43R223 - JEMEPPE,SPO-BETR223_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,10.074,ug/m3,99.67,1,Industrial,Suburban,5.5164,50.6207,50,Liège                                                                           ,BE005C1                                           ,383700,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BETR223_06001_100.parquet,hour
Belgium,NET-Wallonia,Wallonia,BETR512,45R512 - MARCHIENNE,SPO-BETR512_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,11.277,ug/m3,98.98,1,Industrial,Suburban,4.3959,50.4078,107,Charleroi                                                                       ,BE004C1                                           ,203314,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BETR512_06001_100.parquet,hour
Belgium,NET-Wallonia,Wallonia,BETR510,45R510 - CHATELINEAU,SPO-BETR510_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,9.375,ug/m3,99.76,1,Background,Suburban,4.5211,50.4164,118,Charleroi                                                                       ,BE004C1                                           ,203314,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BETR510_06001_100.parquet,hour
Belgium,NET-Wallonia,Wallonia,BETR511,45R511 - MARCINELLE,SPO-BETR511_06001_100,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,9.445,ug/m3,99.68,1,Background,Suburban,4.4247,50.3776,157,Charleroi                                                                       ,BE004C1                                           ,203314,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/BE/SPO-BETR511_06001_100.parquet,hour
Czechia,NET-CZ001A,National automated monitoring network (SIS),CZ0ALIB,Praha 4-Libus,SPO.CZ_ALIBA_PM2_5_40288,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,12.938,ug/m3,99.76,1,Background,Suburban,14.4459,50.0073,301,Praha                                                                           ,CZ001C1                                           ,1324277,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_ALIBA_PM2_5_40288.parquet,hour
Czechia,NET-CZ001A,National automated monitoring network (SIS),CZ0BBNY,Brno-Turany,SPO.CZ_BBNYA_PM2_5_40798,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,15.28,ug/m3,99.76,1,Background,Suburban,16.6962,49.149,241,Brno                                                                            ,CZ002C1                                           ,381346,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_BBNYA_PM2_5_40798.parquet,hour
Czechia,NET-CZ001A,National automated monitoring network (SIS),CZ0HHKB,Hradec Kralove-Brnen,SPO.CZ_HHKBA_PM2_5_41179,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,15.466,ug/m3,95,1,Traffic,Urban,15.8464,50.1954,232,Hradec Králové                                                                  ,CZ009C1                                           ,92939,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_HHKBA_PM2_5_41179.parquet,hour
Czechia,NET-CZ001A,National automated monitoring network (SIS),CZ0PPLL,Plzen-Lochotin,SPO.CZ_PPLLA_PM2_5_865009,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,13.567,ug/m3,91.43,1,Background,Urban,13.3682,49.7701,360,Plzen                                                                           ,CZ004C1                                           ,174842,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_PPLLA_PM2_5_865009.parquet,hour
Czechia,NET-CZ001A,National automated monitoring network (SIS),CZ0MOLJ,Olomouc-Hejcin,SPO.CZ_MOLJA_PM2_5_919426,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,17.827,ug/m3,99.17,1,Background,Urban,17.2381,49.6015,224,Olomouc                                                                         ,CZ006C1                                           ,100663,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_MOLJA_PM2_5_919426.parquet,hour
Czechia,NET-CZ001A,National automated monitoring network (SIS),CZ0LLIL,Liberec-Rochlice,SPO.CZ_LLILA_PM2_5_1367196,PM2.5,Particulate matter < 2.5 µm (aerosol),P1Y,Annual mean / 1 calendar year,2019,12.497,ug/m3,98.55,1,Background,Urban,15.07,50.7551,422,Liberec                                                                         ,CZ007C1                                           ,104802,E1a/validated data AQ e-Reporting,02/11/2024 21:46,https://eeadmz1batchservice02.blob.core.windows.net/airquality-p-e1a/CZ/SPO.CZ_LLILA_PM2_5_1367196.parquet,hour
